text,PRODUCT_POSITIVE,PRODUCT_NEGATIVE,PRODUCT_NEUTRAL,PRICE_POSITIVE,PRICE_NEGATIVE,PRICE_NEUTRAL,PLACE_POSITIVE,PLACE_NEGATIVE,PLACE_NEUTRAL,PROMOTION_POSITIVE,PROMOTION_NEGATIVE,PROMOTION_NEUTRAL,OUT_OF_TOPIC
"Mantap, enak tempat nya luas dan lega ada ruang AC nya juga.",1,0,0,0,0,0,1,0,0,0,0,0,0
"Recomendeeed buat makan sama keluarga, bakso keju nya enaakkk pollll",1,0,0,0,0,0,0,0,0,0,0,0,0
"Ada garansi kuah kurang panas bisa diganti. Varian bakso cukup lengkap. Pelayanan tetap cepat walau kondisi ramai. Pembayaran bisa dengan QRIS, tunai, debit. Must try : bakso bakar, bakso goreng, dan aneka varian baksonya.",1,0,0,0,0,0,0,0,0,1,0,0,0
Jangan bilang pecinta bakso kalo belum pernah kesiniii.. manteb banget baksonya👍👍👍,1,0,0,0,0,0,0,0,0,0,0,0,0
"baksonya enak kuahnya, rasa bakso enak, overall oke banget pengalaman makan pertama disini.",1,0,0,0,0,0,0,0,0,0,0,0,0
"Sebenernya Langganan kalau ke jogja pasti mampir. tapi ini kualitas menurun, nyoba bakso goreng juga cm tepung aja, bakso kuah juga rasanya tidak konsisten.",0,1,0,0,0,0,0,0,0,0,0,0,1
Enakk.. Tempatnya nyaman enakk adem,0,0,0,0,0,0,1,0,0,0,0,0,0
"Bakso berasa dagingnya, banyak pilihan menu menarik lainnya",1,0,0,0,0,0,0,0,0,0,0,0,0
"Pilihan makanan dari bakso berbagai varian, mi ayam, pelayanan ramah tidak terlalu mengantre lama, suasana nyaman",1,0,0,0,0,0,1,0,0,0,0,0,1
Suasana nyaman dan pelayanan ramah Makanan dan minum super joss,1,0,0,0,0,0,1,0,0,0,0,0,1
Baksonya enak ful daging 👍,1,0,0,0,0,0,0,0,0,0,0,0,0
"Baksonya enak gurih, mantap rekomendasi buat temen2 yang dateng ke jogja",1,0,0,0,0,0,0,0,0,0,0,0,1
"Ga ada yang spesial dari bakso ini, rasa biasa aja, terlalu banyak mie, ga berkesan sama sekali.",0,1,0,0,0,0,0,0,0,0,0,0,1
"Assalamuallaikum.. semoga review saya ini bisa segera ditangani oleh pihak bakso pajero cab. Colombo terutama di area playground anak2 mungkin yang kurang di perhatikan kebersihan dan kenyamanannya, rumput alas playground tersebut sampai basah ngecemek tidak dibersihkan / dikeringkan, mungkin karna bersebelahan dgn tmpt wudhu jadi merembes sampai ke area playground. Mohon diperhatikan demi menjaga kenyamanan dan kesehatan anak2🙏🏻 sekian semoga menjadi perbaikan. Wassalamuallaikum..",0,0,0,0,0,0,0,1,0,0,1,0,0
Baksonya uwenuak mbuanget ngeet nget ngeeet,1,0,0,0,0,0,0,0,0,0,0,0,0
"Untuk makanan lumayan enak, untuk pelayanan cukup baik, untuk suasana masih terasa vibe kampusnya.",1,0,0,0,0,0,0,0,0,0,0,0,1
"apa"" masa ga ada kuah mercon kosong nasi kosong ketupat kosong padahal masih jam"" awal buka",0,0,0,0,0,0,0,0,0,0,0,0,1
Tempat bakso langganan paling manteb,0,0,0,0,0,0,1,0,0,0,0,0,0
"Bakso nya enak bangettt untuk kuahnya buatku masih keasinan, tapi bakso bakarnua enak pooool",1,0,1,0,0,0,0,0,0,0,0,0,0
"Coba kalian bayangin, saya pesen 2 mangkok mie ayam, udah nunggu 50 menit blm juga di anterin? Akhirnya saya komplen “emang 50 menit ga kelar bikin 2 mangkok mie ayam?” Terus petugasnya jawab nge les “maaf ada kesalahan ini itu” wkwkwk kocak",0,0,0,0,0,0,0,0,0,0,1,0,0
"Suka sekali dengan rasa kuahnya yg berasa kaldunya, bakso yg mantul",1,0,0,0,0,0,0,0,0,0,0,0,0
paling enak abis kuliah makan di sini. kuahnya enaakkkkk!!! harga masih okee buat mahasiswa:))),1,0,0,1,0,0,1,0,0,0,0,0,0
"Kasirnya lamaaaaa. Ga paham lagi deh. Orang ke kasir kan udah bawa catatan yah. Tapi 1 orang bisa 3-5 menit. Sebelah bangku aku juga ngomel2 kasirnya lama.  Pegawai banyak nih. Tapi settingan kayak kecapean gitu. Lemah gemulai ga sat set.  Karena buru2, pesen bakso bakar ga keluar2. Akhirnya keburu harus pergi.",0,0,0,0,0,0,0,0,0,0,0,0,1
"Menu Baksonya komplit....ada alus, urat, jamur, mercon dll...mantab",1,0,0,0,0,0,0,0,0,0,0,0,0
"menu baru bakso KEJUtannya ngejuu bangett, worth to try",1,0,0,0,0,0,0,0,0,0,0,0,0
Lengkap baksonya Cocok buat yg hoby kuliner bakso,1,0,0,0,0,0,0,0,0,0,0,0,0
"iseng iseng kesini, dan benerann enakkkkkk!! next kesini lagi sihhhhh 😋",1,0,0,0,0,0,0,0,0,0,0,0,0
"Sebagai pecinta bakso, bakso pajero ini ga masuk dalam list sih, menang viral aja",0,0,0,0,0,0,0,0,0,0,0,0,1
Yang ini bikin nagih bangettt ngak bisa move on sama rasanya,1,0,0,0,0,0,0,0,0,0,0,0,0
"Rasa kaldunya mantap, baksonya enak💯",1,0,0,0,0,0,0,0,0,0,0,0,0
"Delicious meat ball. Suka sekali dengan yg bakar. Harga masih reasonable, pelayanan jg cepat.  Ada program free ice for review jg. Overall this is recommended, restaurant for family.",1,0,0,0,0,1,1,0,0,1,0,0,0
"Pernah makan disini satu kali habis dari museum Sonobudoyo,enak banget baksonya next time mau kesini lagi",1,0,0,0,0,0,0,0,0,0,0,0,1
Bakso campur dan bakso gorengnya enak ada 2 kuah ...original dan pedas,1,0,0,0,0,0,0,0,0,0,0,0,0
"Baksonya enak, tempatnya nyaman, harga nya cocok sesuai rasa. Mantap pokonya 👍",1,0,0,1,0,0,1,0,0,0,0,0,0
"-Tempat Saya datang di sekitar jam 2 dan suasananya sangat ramai. Sebenarnya sudah ada beberapa kipas angin tapi tetap terasa penuh, panas dan sesak. Saya rasa penataan meja kursinya masih kurang optimal dan kurang nyaman.  -Pelayanan Pelayanan cukup cepat tapi terasa kurang kondusif karena pesanan diantar dengan berteriak memanggil nama konsumen.. beberapa meja ramai, apalagi ada yang membawa anak-anak sehingga kurang terdengar. Bagian kasir tolong lebih banyak senyum ya, padahal saya udah senyumin loh.. hehe  -Makanan dan minuman Saya pesan bakso komplit dan es teh.. rekomended banget bakso komplitnya enak, kuahnya juga mantap. Hanya saja bakso bakarnya kurang enak, saosnya biasa aja dan ga pedas sama sekali meski saya pesan yang pedas. Teman saya pesan air mineral dingin tapi ternyata tidak dingin,  akhirnya diberi kompensasi es batu di cup  -Parkir Parkir motor Rp.2.000 dan dilayani dengan baik. Hanya saja tidak ada penutup motor, joknya jadi panas kena terik matahari.  -Pembayaran Bisa tunai dan juga Qris/debit",1,1,0,0,0,0,1,1,0,1,1,0,0
"Enakk bangett baksonya berdaging, es telernya seger bangett, bakso bakarnyaa besttt",1,0,0,0,0,0,0,0,0,0,0,0,0
"Enak bgt bakso bakar nya, lembut, cm rasanya mirip fire chicken richeese, bbq gitu.  Ada yg disiram keju jg. Bakso goreng mirip basgor pas jaman masih SD . Pelayanan lumayan cepat. Bakso kuahnya jg enak bgt.",1,0,0,0,0,0,0,0,0,0,0,0,1
Lengkap bener bakso pake macem2 bentuk n rasa dari manis sampe pedes semercon. Next lagii....,1,0,0,0,0,0,0,0,0,0,0,0,0
"menunya enak enakkk semua, pelayanannya juga oke",1,0,0,0,0,0,0,0,0,1,0,0,0
"Saya gak tau apa yg spesial dari bakso ini. Padahal di Jogja ada yg lebih enak, tapi ini selalu rame terutama di high season, banyak org luar Jogja. Waktu pesan es buah minta es nya dikit, lah buset.. kyk bercanda. 🥲 Mercon nya kurang nendang, emg kalau kurang asin bisa ditambah sendiri. mantap.",1,1,0,0,0,0,0,0,0,0,1,0,0
"Orderan yg sumsum bakar nunggu sampai 45 menit, seharusnya di kasih tau diawal sama kasir biar bisa espek nunggu lama, untungnya enak 😅",1,0,0,0,0,0,0,0,0,0,0,0,1
Tersedia menu bakso bakar iga jumbo yang porsi dna rasanya oke 👌,1,0,0,0,0,0,0,0,0,0,0,0,0
"Ke jogja penasaran, coba cobaa ya okelahh🙇",0,0,1,0,0,0,0,0,0,0,0,0,1
"Baksonya enak ga yang kebanyakan tepung, tempatnya juga bersih, dan pelayanannya cepet. The besttt!",1,0,0,0,0,0,1,0,0,1,0,0,0
Dari Karawang ke Yogyakarta buat cobain Bakso Pajero .. Rasanya Mantul,1,0,0,0,0,0,0,0,0,0,0,0,0
"Kaka saya pesen bakso tanpa mie, tapi di kasih mie, akhirnya ngga kemakan.. Terus saya  pesen bakso bakar,dan ada STAPLES nya dongg... Tolong di perbaiki dan di cek lagi saat produksi bakso nya, supaya kejadian seperti ini tidak terulang lagi.",0,0,0,0,0,0,0,0,0,0,0,0,1
Enakkk. Tapi datengnya jangan terlalu malem krn cepet abisnya,1,1,0,0,0,0,0,0,0,0,0,0,0
"Biasanya bakso itu kuah kaldunya berasal dari rendaman atau rebusan tetelan, tulang atau daging...tapi ini kaldunya berasal dari kaldu yang instan seperti ptoduk² Royco, Masako dan sejenisnya... Bakminya lumayanlah...dari bakmi kecil, rasanya empuk seperti mie instan...baksonya biasa aja ga istimewa....dari konyur, besar dan rasa komposisi daging dan tepung.....",1,1,1,0,0,0,0,0,0,0,0,0,0
Salah satu bakso paling enak di Yogyakarta,1,0,0,0,0,0,0,0,0,0,0,0,0
"Makanannya enak2 banget semua. Tapi sayang banget, pdhl udah ada banyak tulisan DILARANG MEROKOK & VAPING di resto, tapi bener2 banyak pelanggan yg igorant tetap merokok dan vaping di dalam. Males banget makan sambil hirup asap racun. Mana pegawainya gada yang berani negur padahal MEREKA LIHAT DENGAN JELAS. Kenapa saya gak tegur? Saya juga pelanggan, tidak punya kewajiban buat melakukan itu. Hrsnya pihak resto yang berkuasa untuk melakukan itu. Sebagai masukan saja. Mohon resto lebih ketat dan jangan takut sama perokok bandel. Pdhl resto udh bagus ingin menciptakan suasana makan bebas asap rokok.",1,0,0,0,0,0,0,0,0,0,0,0,1
"Untuk kelas harga yang terbilang tidak murah, seharusnya tempat bisa lebih bersih lagi dan free parking..",0,0,0,0,1,0,0,1,0,0,0,0,0
"makananya enak, bakso nya gurih, pelayanannnya juga cepet",1,0,0,0,0,0,0,0,0,0,0,0,1
"bakso uratnya enak. untuk harga segitu, masih worth it untuk kalangan mahasiswa",1,0,0,1,0,0,0,0,0,0,0,0,0
"Menarik, enakkkk. cukup jauh dari tempat saya tinggal, tapi ketika sampai worth it, dengan harga yang juga cukup terjangkau.  Masukannya paling, bisa ada penambahan/perbaikan toilet. Overall mantap sih. 8/10",1,0,0,1,0,0,0,0,0,0,0,0,1
Resto rame kok nariki parkir driver ojol 🤑,0,0,0,0,0,0,0,0,0,0,0,0,1
"Mantap, menu variatif, rasanya enak",1,0,0,0,0,0,0,0,0,0,0,0,0
"Bakso enak, langganan biasanya abis dari UNY",1,0,0,0,0,0,0,0,0,1,0,0,0
"Pelayanan sangat cepat dan menu2 yang beragam, harus bnget kesini pokonyaa",1,0,0,0,0,0,0,0,0,0,0,0,1
"Rasa nyam, layanan cepat, tempat bersih, adem",1,0,0,0,0,0,1,0,0,1,0,0,0
rasa bakso nya mantap...apalagi bakso bakar nya nyuusss,1,0,0,0,0,0,0,0,0,0,0,0,0
"Pelayanan ok, es telernya mantab",1,0,0,0,0,0,0,0,0,0,0,0,1
Pliis jangan menurunkan kualitas daging dan uratnya soalnya mantap puolll. Jadilah bakso Pajero yg kukenal 🤍 #baksojogjaenak,1,1,0,0,0,0,0,0,0,0,0,1,0
"menunya lengkap,enak enakk semuaaa. tempatnya luas dan nyaman",1,0,0,0,0,0,1,0,0,0,0,0,0
Enak rasanya lokasi strategis cocok buat nongkrong,0,0,0,0,0,0,1,0,0,0,0,0,1
Cuma satu kasir saat penuh,0,0,0,0,0,0,0,0,0,0,0,0,1
"ENAK BANGET apalagi versi yg pedasss, semoga sukses",1,0,0,0,0,0,0,0,0,0,0,0,1
"karna aku suka bakso urat, jadi aku rekomendasi para pecinta bakso urat untuk kesini",1,0,0,0,0,0,0,0,0,0,0,0,1
"KECEWA BANGET sama pelayanannya, mending TIDAK USAH jualan HAMPERS kalau ujung²nya TIDAK BISA MEMBERIKAN HAMPERS SESUAI PESANAN PELANGGAN !! Harusnya kalau memang sudah tidak tersedia bisa diinfokan SOLD OUT sebelum saya transaksi, jangan dijadikan alasan yg kata mbak²nya tadi udah disendirikan tapi tiba² nggak ada baksonya, nggak masuk akal banget dong, harusnya bisa dibedain mana pesanan, mana yg ready untuk di makan di tempat! Sayang banget, walaupun enak dan se viral itu plus sampai waiting list tapi seperti menyepelekan pelanggan yang pesan via online dan dengan mudahnya bilang kalau mau di REFUND, ini bukan masalah REFUND nya tapi bagaimana cara memuaskan pelanggan. Percuma karyawan banyak tapi kerjasama dan komunikasi antar tim untuk ketersediaannya kurang maksimal. Kekecewaan pelanggan itu tidak bisa dibeli dengan apapun itu.",0,0,0,0,0,0,0,0,0,0,0,0,1
super duper enak uda berkali kali kesini,1,0,0,0,0,0,0,0,0,0,0,0,0
"Pelayanan profesional, ramah, cepat. Masakan komplit, enak.  Cuma MSG bumbu cukup kuat. Saya sangat sensitif jadi terasa. Klo bisa biar lebih sehat, kurangilah itu....",1,1,0,0,0,0,0,0,0,0,0,0,1
"Macam2 variannya,rasa jg lumayan,suasana tempat jg tinggal milih.seneng,puas deh...",1,0,0,0,0,0,1,0,0,0,0,0,0
Rasa bakso uratnya biasa saja juga ada mushola dan toilet yang jelek,0,0,1,0,0,0,0,1,0,0,0,0,0
"Petugas ramah, harganya juga terjangkau",0,0,0,1,0,0,0,0,0,0,0,0,1
Ngga tahu enaknya dimana kok bisa ramai gini. Haha.,0,0,0,0,0,0,0,0,0,0,0,0,1
nunggunya ngga lama dan pelayannya ramah sekali,0,0,0,0,0,0,0,0,0,0,0,0,1
tukang parkirnya ga bgt pliss,0,0,0,0,0,0,0,0,0,0,0,0,1
"rasa bakso mantap dan enak, pelayanan sangat baik",1,0,0,0,0,0,0,0,0,0,0,0,1
Variarif dan enaaaak banget! Pelayanan sat set😍,1,0,0,0,0,0,0,0,0,0,0,0,1
"baksonyaaa enaaakk, kuahnyaa panass pelayanannya okee bgt semua ramaah. dan tempatnyaa nyaman sih klo untuk kumpul keluarga gituu.",1,0,0,0,0,0,1,0,0,1,0,0,0
"Recommended banget, baksonya wuenak pol",1,0,0,0,0,0,0,0,0,0,0,0,0
"Menu nya variasi, harus dicoba",1,0,0,0,0,0,0,0,0,0,0,0,0
"Ada playgroundnya, jd bisa santai kl ajak anak2 yg super aktif... Baksonya seger enak, pelayan ramah2, muslim semua.masyaAllah 😇",1,0,0,0,0,0,1,0,0,1,0,0,1
"Makanan ndak keluar, cuma keluar minuman hampir 1 jam, berujung tidak jadi makan karena anak saya sudah kelaparan cari warung makan yang lain Pelayan dikonfirmasi pesanan jawabannya mohon dimaklumi antrian panjang Kenapa gak diukur kemampuan nya",0,0,0,0,0,0,0,0,0,0,0,0,1
"Pelayanan cepat padahal di jam makan, dan makanannya memuaskan",1,0,0,0,0,0,0,0,0,0,0,0,1
"Baksonya enak banget, dagingnya berasa dan kuahnya gurih! Tempatnya juga nyaman dan pelayanannya cepat. Wajib kesinii kalau lagi di jogjaa✨✨👍🏼",1,0,0,0,0,0,1,0,0,0,0,0,1
"baksonya enak dagingnya berasa, kuahnya juga joss",1,0,0,0,0,0,0,0,0,0,0,0,0
"ENAK BANGET, UNTUK PELAYANANAN CEPET KUAH PANAS BAKSONYA KERASA BANGETT DAGINGNYA, JOS GANDOS",1,0,0,0,0,0,0,0,0,1,0,0,0
"bakso terenak, aku pecinta bakso. iniiii enak bgtt plisszzz jangan ragu kalau kesini. kuahnya pas, baksonya daging banget. pelayanan cepat, parkir luas, dan untuk harga sesuai dengan rasaa",1,0,0,1,0,0,1,0,0,0,0,0,1
"Menu banyak, harga sesuai, rasa lumayan enak..",1,0,0,0,0,0,1,0,0,0,0,0,0
lokasinyaa deket sama kampus jadi bisa buat referensi makan siang kalau di kampus apalagi menunyaa enak semuaa,1,0,0,0,0,0,0,0,0,0,0,0,1
Baksonya mantab dan bener2 rekomended banget.Kalo ke Jogja g mampir pasti ada yg kurang rasanya. Owh ya buat yg punya toddler kayak q tenang tempatnya friendly bngt buat para toddler,1,0,0,0,0,0,1,0,0,0,0,0,0
Hujan hujan dapet yg seger2 panas lagi....yummie ...mana lagi selain di BAKSO PA'JERO..... Tapi.....MAAP.....GELAS N PERALATAN Makan DICUCI atau NGGA YA......hiiiii,1,0,0,0,0,0,0,0,0,0,0,0,1
Rasanya pas sih harganya juga masih sangat terjangkau patut di cobaiin siii kuahnya rasanya pas bedesnya juga sangat mantap sekali dagingnya terasa banget,1,0,0,1,0,0,0,0,0,0,0,0,0
"Tempat parkir roda 4 tersedia luas, dengan Pak Parkir yang cekatan. Masuk dan keluar dikawal dengan baik. Tertera tarif parkir untuk mobil 3 rb, namun tak kasih 5 rb tidak dikasih kembalian. Ok lah tak apa....  Rasa bakso standar, enak. Pelayanan cepat, ramah. Saya memilih ruang ber-AC namun kurang dingin. Padahal malam hari",1,0,1,0,0,0,1,1,0,0,0,0,0
"Makanan nya enak banget bakso nya juga besar2, tempat nya bersih nyaman saya suka banget🤩🤩",1,0,0,0,0,0,1,0,0,0,0,0,0
bakso paling enak di jogja,1,0,0,0,0,0,0,0,0,0,0,0,0
"Baksonya enak mantapp,tempat terjangkau,harga sesuai dengan rasa.",1,0,0,1,0,0,1,0,0,0,0,0,0
"Salah satu resto bakso yang terkenal di Yogyakarta. Banyak pilihan menu makanan, berbagai macam menu bakso dan mie ayam. Pengunjung datang langsung ambil buku menu + kertas pilihan menu, kemudian cari meja makan. Setelah itu pesanan dibawa ke kasir dan langsung bayar duluan. Pelayanan cepat, waktu tunggu pesanan tidak sampai 10 menit Bakso nya enak, dagingnya terasa,saya pilih bakso tenis jumbo terdiri dari 1 buah bakso tenis besar dan toping mie kuning, sayuran dan bihun, bakso dengan isian potongan daging sapi dan cincangan jeroan sapi, rasa kuah bakso original ya gurih menyegarkan. Makan 1 porsi bakso tenis jumbo sangat mengenyangkan. Ada juga pilihan menu bakso lainnya seperti bakso goreng atau bakso pedas dengan harga satuan. Sambalnya padat, dengan cabai rawit orange tidak banyak campuran air dan lumayan pedas. Harga bervariasi tergantung menu, menurut saya harga masih cukup terjangkau. Area parkir kendaraan tersedia disamping restonya, parkir berbayar.",1,0,0,0,0,0,1,0,0,0,0,0,1
Makan baso sampe bingung pilihan menunya banyak banget rasa ok lah...,1,0,0,0,0,0,0,0,0,0,0,0,0
Sangattt menarik untuk dicoba kalau datang ke jogja!!,0,0,0,0,0,0,0,0,0,0,0,0,1
"korban tiktok, tapi ga rugi",0,0,1,0,0,0,0,0,0,0,0,0,0
"Bakso komplitnya semua komponen enak, tapi bakso gorengnya keras bgt.. mgkn bs dibuat renyah diluar tp tetap kenyal di dalam. Trus tissue jarang bgt, ktnya memang terbatas.. jd pelanggan ky rebutan tissue kl ada tissue nganggur. Mgkn lbh disediakan krn jualnya makanan panas pedah berkuah pst tissue dicari jg. Pelayanan termasuk cepat tp kurang detail mgkn krn lelah pegawainya. Bs dibuat ada istirahat atau bgmn biar pegawai2nya lbh focus n hepi melayani 👍",1,1,0,0,0,0,0,0,0,0,0,0,1
Rasa bakso uratnya biasa saja juga ada mushola dan toilet yang jelek,0,0,1,0,0,0,0,1,0,0,0,0,0
"Tempat luas, dengan berbagai macam menu yang menggoda. Mantap terbaik.",1,0,0,0,0,0,1,0,0,0,0,0,0
"udah beberapa kali makan disini untuk rasa bakso dan kuahnya semua cukup enak, tapi di hari ini pelayanannya lebih lama sekitar 45 menit - 1 jam lebih menu yg dipesan baru disajikan padahal tidak begitu penuh customer seperti sebelum2nya dan termasuk normal untuk di jam makan siang",0,1,0,0,0,0,0,0,0,0,0,0,1
"Tempatnya nyaman, bakso nya enak, ada tempat main anak juga👍🏻",1,0,0,0,0,0,1,0,0,0,0,0,0
"Ga ada yang spesial dari bakso ini, rasa biasa aja, terlalu banyak mie, ga berkesan sama sekali.",0,1,0,0,0,0,0,0,0,0,0,0,0
Enak semuaa iniih. Kuahnya ngalduuu bgt. Baksonya jg enak urat maupun halus. Enakkl semuaaaa,1,0,0,0,0,0,0,0,0,0,0,0,0
ENAK BINGITTT KUAH MERCONNYA PEDESS POLL MANTAP🤩🤩🤩🤩,1,0,0,0,0,0,0,0,0,0,0,0,0
"Tiap tahun ke jogja baru tahun ini kesampaian makan bakso pa'jero, bener-bener enak puas",1,0,0,0,0,0,0,0,0,0,0,0,0
"Tempatnya luas, pelayanan sangat ramah, varian menunya sangat banyak, udah langganan, bakal repeat order kalo ke Jogja",1,0,0,0,0,0,1,0,0,0,0,0,1
Mantab dan ramai banget.. dekat lapangan olahraga UNY. Bpk parkirnya melayani dgn setulus hati.,1,0,0,0,0,0,1,0,0,1,0,0,0
bakso rekomended jos sejogja kuah merconnya gacor abizzz,1,0,0,0,0,0,0,0,0,0,0,0,1
Lengkap baksonya Cocok buat yg hoby kuliner bakso,1,0,0,0,0,0,0,0,0,0,0,0,0
"Makanannya enak tapi pelayanan kurang bgttt. Waktu dateng mau parkir gak diarahin, tp pas udah parkir disuruh pindah pdhl banyak karyawan yg liat waktu mau parkir. Gak rame tapi meja gak bersih, masih ada sisa makanan gt. Sangat disayangkan",1,0,0,0,0,0,0,1,0,0,0,0,1
"siang hari memang jam sibuk ( penuh), tapi rasa OK laaaahh. kenyaaanngggg, lanjut kulineran ke Bandung",1,0,0,0,0,0,0,0,0,0,0,0,1
"Bakso nya enak bangettt untuk kuahnya buatku masih keasinan, tapi bakso bakarnua enak pooool",1,1,0,0,0,0,0,0,0,0,0,0,0
pesen sampe 2 jam gak jadi2 yg datang belakang malah jadi duluan akhirnya dibungkus semua pesen 3 porsi cuma dikasih 2 porsi😭😭😭,0,0,0,0,0,0,0,0,0,0,0,0,1
"Kacau. Udah sejam-an gak dateng dateng, padahal estimasinya sejam. Bukan masalah estimasi juga tapi udah keduluan lebih dari dua padahal kita duluan yang dateng, dan cuma berdua sedangkan yang ramean dan datengnya setelah kita malah diantar duluan pesenannya. Pelayanan jelek. Habis diomong baru dianter, itu juga nyampe dua kali ngomongnya. Tcih.",0,0,0,0,0,0,0,0,0,0,1,0,0
Makanan enak dan pelayanan memuaskan,1,0,0,0,0,0,0,0,0,1,0,0,0
"Makanannya enak, pelayanan agak slow, untuk atmosfir tempatnya sendiri agak kurang. Ruang ber AC tapi AC nya ga berasa dan tempat cenderung kurang menarik. Tapi overall experience disini 4/5, worth it buat sesekali makan disini",1,0,0,0,0,0,0,1,0,0,1,0,0
Pelayanan cepat dan enak makanannya,1,0,0,0,0,0,0,0,0,1,0,0,0
"Bakso yang paling di rekomendasiin kalo ke jogja, krna rasanya emg se nagih ituuu....",1,0,0,0,0,0,0,0,0,0,0,0,0
"bakso nya enak,tempat nya luas",1,0,0,0,0,0,1,0,0,0,0,0,0
Semuanya worth bakso mozanya enak banget,1,0,0,0,0,0,0,0,0,0,0,0,0
"aku sudah makan disini berkali kali kali kali. temen temenku juga suka bgt makan disini. pangsit goreng juga enak. bakso yg kuah mercon, beneran mantab pol.",1,0,0,0,0,0,0,0,0,0,0,0,0
"Warung bakso Pajero, menunya cukup lengkap, tempat parkir lumayan untuk mobil bisa parkir dengan mudah. Baksonya enak, cuma kuahnya kurang gurih, kurang panas dan kurang garam, mungkin biar konsumen bisa menambahkan sendiri garamnya, tapi mie kuning yang disajikan tidak utuh, seperti remukan sisa potongan mie kuning yang kecil-kecil, harusnya tidak disajikan lagi menurut saya. Warung bakso ini konsepnya terbuka, udara bebas keluar masuk meskipun hawa agak panas, karena kipas angin yang masih kurang. Tapi sayang bagi yang suka merokok, tidak boleh merokok di warung bakso ini.",1,1,0,0,0,0,1,1,0,0,0,0,1
"Pelayanannya baik, tempatnya nyaman dan baksonya enak 🤗",1,0,0,0,0,0,1,0,0,0,0,0,1
"Untuk kelas harga yang terbilang tidak murah, seharusnya tempat bisa lebih bersih lagi dan free parking..",0,0,0,0,0,0,0,1,0,0,0,0,0
"Makan di Bakso Pajero selalu jadi pilihan aman kalau lagi pengen bakso yang nggak biasa. Lokasinya strategis banget di Jl. Colombo, dekat area kampus, jadi gampang diakses. Tempatnya luas, bersih, dan nyaman ada pilihan duduk biasa dan lesehan. Parkir juga cukup lega, plus tersedia musala dan toilet yang terawat.  Soal rasa? Kuahnya gurih dan berasa kaldunya. Varian baksunya banyak banget, dari bakso halus, urat, sampai yang unik seperti bakso jumbo dan varian pedas mercon. Porsinya puas dan harganya masih ramah di kantong untuk ukuran Jogja.  Kalau datang pas jam makan, siap-siap agak ramai karena memang cukup populer. Tapi overall worth it banget buat pecinta bakso atau yang lagi cari makan enak di sekitar Caturtunggal.  #LocalFlavour #LetsGuide #VanieOnVacation #JogjaOnGoogleMaps",1,0,0,1,0,0,1,0,0,0,0,0,1
"Makanan enak, layanan ok, suasana jos.... Lebih mantap lagi.... Ternyata jujur ... Dompet tertinggal dikembalikan tanpa berkurang sedikitpun 👍👍👍👍👍👍",1,0,0,0,0,0,1,0,0,1,0,0,0
"pelayanannya ramah²,makanannya enak tempatnya enak buat santai² sambil makan bakso",1,0,0,0,0,0,1,0,0,1,0,0,0
"Ramai dan sptnya enak, layak dicoba",1,0,0,0,0,0,0,0,0,0,0,0,0
Enak...urat dan iga nya joss,1,0,0,0,0,0,0,0,0,0,0,0,0
"Kalau untuk variant baksonya enak-enak memang, tetelannya juga jossshhh mantap👍 Untuk es teller, Bakso Pa'jero pasti bisa bikin es teller jaauh lebih baik lagi dari ini. Semangat, sukses selalu Bakso Pa'jero. Oh ya KADANG pembayaran via QRIS gak bisa ya, jadi jangan bergantung bgt sm QRIS. Selamat kulineran🥳",1,0,0,0,0,0,0,0,0,0,0,0,1
Tempat bakso rekomended..dagingnya berasa kuahnya enak,1,0,0,0,0,0,0,0,0,0,0,0,0
"Baso benar benar enak berdaging bangetttttt bangeettttttttt, teruss tempatt nya juga nyaman apalagi ada ruangan ber ac, pokokk worth it bangettt, bahkan harganya tergolong murahh untuk bakso SEENAKK BANEGTTTTTTTT!!!!!!!",1,0,0,1,0,0,1,0,0,0,0,0,0
"rasa enak, pelayanan cepat, staff ramah, komplit, recommended buat yang lagi pengen cobain bakso enak di jogja.",1,0,0,0,0,0,0,0,0,1,0,0,0
In overall the taste of this bakso is great. Kuahnya sangat berasa kaldunya; mie nya khususnya mie kuning enak. Hanyaaaaa.... Pentolnya terasa asin.,1,1,0,0,0,0,0,0,0,0,0,0,0
"Seru banget, banyan macamnua, enak tenth nya",1,0,0,0,0,0,0,0,0,1,0,0,0
Untuk rasa standar karena beda selera mngkin ya Kl bakso urat mercon nya pedes maksimal Saya jadi mules gegara coba coba 🤣 Rekomendasi buat kalian yg gak terlalu suka makanan yg kuat bumbu dan rempah,1,0,1,0,0,0,0,0,0,0,0,0,0
"Katanya enak , pas di coba biasa aja. Tau bakso ini dari tiktok. Kuahnya ga berasa kaldu. Jadi cuma garem sama bubuk merica aja. Untuk tekstur nya bagus, urat ya urat . Halus ya halus. Sayang sekali kuahnya ga berasa. Dan untuk kekenyalan pada bakso juga kurang sihh.  Ada yang mercon sih enak cuma sekali aja deh ga akan makan lagi",1,1,1,0,0,0,0,0,0,0,0,0,0
"enak baksonya, harganya juga terjangkau, ruame polll, tapi pelayanannya cepat jadi ga terlalu menunggu lama, tempatnya bersih dan luas, cocok buat makan keluarga, parkirannya juga luas poll",1,0,0,1,0,0,1,1,0,1,0,0,0
"Baksonya ndaging, kuanya ngualdu, mie ayamnya gurih",1,0,0,0,0,0,0,0,0,0,0,0,0
